Year,Adult Mortality,Alcohol,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness 5-9 years,Income composition of resources,Schooling,Country_,Status_,Life expectancy 
2002,327.0,0.61,14,54.0,7.69,61.0,1.4,511.665773,1.5,0.428,6.9,109,1,59.3
2009,118.0,6.67,1,95.0,8.78,95.0,0.1,9415.17386,1.5,0.774,15.5,149,1,76.6
2003,15.0,4.25,19,92.0,5.92,92.0,0.1,2246.257472,2.2,0.659,11.6,33,1,72.4
2012,138.0,9.58,2,92.0,5.48,91.0,0.1,8558.39766,3.0,0.797,15.3,116,0,74.4
2003,174.0,4.08,0,99.0,4.15,99.0,0.1,4623.347642,7.8,0.687,12.6,91,1,71.5
2014,88.0,0.09,9,98.0,4.68,98.0,0.1,24575.434,7.5,0.841,15.8,121,1,74.4
2005,78.0,9.31,0,89.0,8.25,89.0,0.1,2775.89515,0.3,0.886,18.9,101,0,79.9
2004,114.0,13.11,0,96.0,6.56,96.0,0.1,9365.742468,1.9,0.771,13.3,36,0,75.4
2012,146.0,8.07,0,98.0,6.36,97.0,0.1,7583.1872,3.8,0.744,15.8,56,1,73.1
2010,323.0,1.21,21,83.0,5.37,83.0,3.8,487.9238913,7.2,0.449,11.0,140,1,57.4
2004,82.0,13.32,0,89.0,7.34,89.0,0.1,47631.6377,0.2,0.88,17.1,67,0,78.3
2004,238.0,2.86,8,98.0,4.3,97.0,0.1,1453.917166,3.4,0.0,10.3,145,1,63.5
2002,17.0,1.98,1,77.0,1.5,77.0,0.1,5436.595223,4.7,0.0,15.2,78,1,73.2
2002,283.0,1.23,40,76.0,4.27,75.0,2.1,418.6985763,9.2,0.407,7.3,16,1,55.6
2009,78.0,9.08,0,99.0,9.76,99.0,0.1,2971.973,0.7,0.857,16.2,55,1,80.0
2005,77.0,11.92,2,96.0,8.12,96.0,0.1,2651.71745,0.5,0.837,15.8,130,0,81.0
2003,199.0,11.64,0,95.0,4.92,94.0,0.1,7174.237415,2.3,0.798,15.6,46,1,71.9
2009,288.0,0.82,14,79.0,4.36,73.0,1.1,1166.66337,1.3,0.477,9.2,109,1,61.6
2013,84.0,4.76,1,99.0,5.66,99.0,0.1,4414.72314,1.4,0.759,14.2,1,1,77.2
2000,536.0,7.19,4,87.0,5.26,84.0,46.4,1637.4567,9.6,0.516,9.4,133,1,48.4
2010,73.0,11.36,0,96.0,7.68,99.0,0.1,14965.361,0.9,0.884,13.7,83,0,86.0
2011,133.0,4.83,12,91.0,4.93,91.0,0.2,5771.565878,1.1,0.721,13.4,111,1,74.5
2011,98.0,3.41,1,82.0,9.73,85.0,0.1,9186.59639,1.7,0.752,13.4,35,1,79.0
2010,134.0,3.95,8,88.0,5.9,91.0,0.1,4657.32361,1.2,0.703,13.1,42,1,75.0
2007,8.0,9.67,0,99.0,9.41,99.0,0.1,28827.32636,0.7,0.855,16.4,55,1,79.4
2009,14.0,7.82,0,98.0,4.86,99.0,0.1,1312.46692,3.3,0.788,14.2,4,1,75.4
2004,183.0,0.01,461,65.0,2.56,65.0,0.1,649.848233,21.8,0.474,5.6,107,1,63.7
2002,189.0,6.43,8,74.0,5.79,82.0,2.4,38.46578,3.6,0.66,12.3,41,1,71.4
2003,215.0,0.5,0,79.0,9.98,7.0,0.1,115.3865,0.2,0.0,11.6,75,1,64.7
2000,156.0,7.27,0,96.0,4.13,95.0,0.1,9875.161736,3.6,0.0,0.0,4,1,73.6
2013,122.0,9.16,1,97.0,1.12,95.0,0.1,6353.826383,2.1,0.766,14.1,123,1,75.3
2003,153.0,1.79,0,91.0,5.9,9.0,0.1,229.714718,0.1,0.683,13.7,141,1,72.0
2008,167.0,16.99,0,95.0,6.6,95.0,0.1,1894.5485,2.1,0.835,16.1,46,1,74.2
2002,74.0,2.47,1,91.0,7.49,9.0,0.1,18431.15696,1.1,0.855,15.3,68,1,79.3
2013,135.0,0.01,130,96.0,2.88,96.0,0.1,951.8894535,18.8,0.565,10.0,11,1,71.0
2004,269.0,0.27,2,73.0,3.96,76.0,0.1,616.4197236,7.5,0.0,9.5,34,1,59.8
2010,87.0,10.32,0,96.0,9.7,96.0,0.1,23437.4722,1.6,0.872,16.9,127,0,79.5
2001,519.0,4.21,48,38.0,11.83,38.0,1.5,227.779471,1.2,0.302,7.0,125,1,41.0
2014,154.0,5.92,7,9.0,4.38,91.0,0.3,6268.692122,3.2,0.712,13.2,41,1,73.6
2009,288.0,7.11,25,93.0,7.2,97.0,2.8,539.1538211,6.4,0.447,10.2,118,1,61.0
2002,452.0,5.09,4,78.0,6.17,77.0,24.6,1713.47594,14.8,0.556,11.8,98,1,55.7
2006,212.0,0.76,0,86.0,1.93,86.0,0.1,1151.555618,0.1,0.576,12.1,75,1,65.0
2010,47.0,0.96,98,73.0,5.38,74.0,10.8,419.2258149,3.6,0.39,9.3,96,1,54.0
2010,82.0,1.69,1,94.0,3.93,94.0,0.1,3549.14832,4.9,0.826,13.3,148,1,76.2
2012,14.0,0.51,1,99.0,2.52,98.0,0.1,22134.916,6.8,0.797,13.7,106,1,76.0
2004,218.0,1.63,0,96.0,3.61,95.0,0.1,3332.918533,3.9,0.691,13.4,48,1,68.1
2003,174.0,8.78,4,97.0,5.3,97.0,0.1,2774.95586,4.0,0.722,12.5,116,0,71.1
2010,186.0,6.76,0,96.0,5.85,96.0,0.2,4344.15177,3.4,0.7,12.4,15,1,69.5
2001,92.0,12.4,0,83.0,1.12,84.0,0.1,24489.73553,1.9,0.837,15.5,8,0,78.6
2006,99.0,5.31,1,97.0,5.86,97.0,0.1,35.1293,1.8,0.696,11.4,1,1,74.2
2003,43.0,0.42,77,36.0,5.49,23.0,5.1,292.5914364,1.8,0.284,5.4,30,1,48.4
2001,171.0,3.89,1,99.0,5.34,99.0,2.2,3394.878,1.8,0.68,10.9,70,1,72.7
2007,96.0,10.45,0,97.0,8.9,99.0,0.1,48288.5491,0.8,0.873,17.2,49,1,79.3
2003,299.0,0.54,106,67.0,6.25,63.0,2.2,391.791281,1.2,0.318,5.2,88,1,52.0
2004,119.0,7.68,0,93.0,5.71,93.0,0.2,12868.8639,4.0,0.757,14.4,12,1,73.8
2002,124.0,1.95,0,98.0,5.78,98.0,0.1,32.37239,14.7,0.597,12.0,87,1,71.8
2003,251.0,0.33,44,73.0,5.4,73.0,0.7,642.7663113,11.7,0.401,5.9,122,1,59.0
2006,85.0,11.98,0,99.0,7.75,99.0,0.1,89739.7117,0.9,0.88,13.5,83,0,79.4
2008,344.0,1.33,22,8.0,5.73,81.0,4.8,513.391914,7.6,0.441,10.1,140,1,56.2
2008,128.0,7.17,1,9.0,8.99,92.0,0.1,3174.9491,2.8,0.735,13.1,52,1,73.9
2008,76.0,12.0,0,83.0,1.6,83.0,0.1,51386.37665,1.9,0.864,15.1,8,0,84.0
2011,371.0,6.19,79,8.0,3.96,82.0,4.9,1295.649726,6.0,0.486,10.0,27,1,55.6
2008,181.0,7.22,0,94.0,5.9,94.0,0.1,447.22796,3.4,0.699,12.8,15,1,69.6
2011,443.0,1.66,24,47.0,3.73,47.0,5.8,494.336779,8.8,0.361,6.8,29,1,49.8
2006,12.0,1.46,4,99.0,5.64,99.0,0.1,3371.71231,6.3,0.689,14.2,143,1,74.4
2011,91.0,5.63,251,99.0,5.3,99.0,0.1,5633.79616,3.5,0.7,12.8,32,1,75.2
2003,424.0,1.68,124,67.0,6.39,85.0,15.3,283.8911588,3.9,0.318,6.7,96,1,51.0
2002,98.0,9.25,0,95.0,7.81,98.0,0.1,26834.2625,0.8,0.863,18.0,49,1,78.1
2014,22.0,6.29,5,95.0,4.36,95.0,0.1,1286.56511,2.5,0.789,15.0,73,1,69.9
2012,12.0,8.61,0,88.0,7.43,87.0,0.1,15384.8749,3.8,0.785,15.3,12,1,75.1
2014,253.0,0.01,54,93.0,3.56,98.0,0.8,1432.227943,6.3,0.576,11.7,54,1,62.1
2009,142.0,3.33,1,9.0,5.16,9.0,0.6,4293.383274,1.7,0.721,12.7,70,1,74.7
2012,29.0,0.01,12,8.0,3.36,8.0,1.2,1364.283745,8.1,0.491,7.8,90,1,62.5
2003,693.0,5.51,4,96.0,4.65,96.0,31.9,4163.6596,1.8,0.567,11.8,19,1,46.4
2010,79.0,0.88,0,99.0,2.73,95.0,0.1,35268.1117,5.4,0.845,14.2,21,1,76.9
2004,287.0,6.55,9,99.0,3.95,82.0,0.1,2874.288291,2.6,0.725,13.5,73,1,64.7
2004,496.0,3.99,47,69.0,11.66,65.0,2.1,263.145817,9.5,0.332,7.6,125,1,42.3
2013,52.0,9.73,0,96.0,11.71,96.0,0.1,84658.88768,0.3,0.934,15.8,135,0,83.0
2009,131.0,9.85,1,97.0,9.9,95.0,0.1,5821.35397,2.3,0.754,13.6,123,1,74.1
2005,46.0,0.42,79,37.0,3.91,25.0,5.2,66.2421396,1.4,0.306,5.6,30,1,48.6
2010,191.0,2.36,2,89.0,6.91,89.0,0.3,3474.392445,1.6,0.662,12.9,43,1,72.0
2003,161.0,0.01,264,9.0,2.51,87.0,0.1,432.7388972,2.9,0.484,7.9,11,1,66.8
2011,51.0,8.13,0,95.0,8.65,95.0,0.1,46.217,0.9,0.894,18.6,64,0,82.1
2006,288.0,8.01,3,44.0,2.88,45.0,10.7,727.777345,6.9,0.646,12.4,51,1,61.4
2005,717.0,4.14,43,69.0,6.44,68.0,30.3,444.76575,9.0,0.406,9.3,153,1,44.6
2000,148.0,0.01,3,94.0,3.41,94.0,0.1,7145.628494,5.5,0.727,15.5,81,1,78.0
2010,7.0,8.4,2,88.0,11.2,89.0,0.1,47447.4762,0.4,0.898,15.9,28,1,81.2
2006,56.0,1.54,26,47.0,3.99,51.0,10.0,347.673678,9.6,0.323,6.0,29,1,46.3
2009,84.0,1.73,1,94.0,4.5,93.0,0.1,3372.57517,4.9,0.831,13.2,148,1,76.0
2013,163.0,0.04,450,72.0,2.7,72.0,0.1,1272.44161,2.0,0.538,7.7,107,1,66.0
2008,6.0,10.29,0,96.0,1.29,95.0,0.1,72119.5687,0.4,0.914,15.3,135,0,82.0
2010,158.0,5.95,12,99.0,3.81,99.0,0.2,575.32176,8.3,0.711,13.1,138,1,73.9
2007,173.0,0.05,3,7.0,0.37,7.0,0.1,524.8959363,11.8,0.541,11.3,139,1,65.8
2006,17.0,12.26,0,97.0,8.42,97.0,0.1,19726.1265,1.9,0.858,16.7,127,0,78.1
2002,11.0,6.06,3,97.0,6.48,97.0,0.1,4463.545867,1.0,0.768,13.9,31,1,77.8
2010,287.0,3.21,7,82.0,6.7,83.0,5.9,543.957418,7.9,0.405,8.9,59,1,56.7
2012,97.0,3.34,1,9.0,9.56,91.0,0.1,9985.36959,1.7,0.758,13.6,35,1,79.2
2004,79.0,11.96,2,97.0,8.5,97.0,0.1,24918.64584,0.5,0.833,15.6,130,0,81.0
2003,78.0,7.7,2,88.0,9.54,91.0,0.1,28172.14883,0.4,0.877,15.8,28,1,79.7
2009,449.0,7.6,70,75.0,8.39,76.0,19.0,5888.6284,9.8,0.622,12.8,129,1,56.5
2005,318.0,1.23,2,71.0,7.21,71.0,3.9,94.7297489,5.8,0.396,4.0,40,1,58.6
2001,41.0,4.43,99,61.0,4.7,63.0,7.9,614.6729339,7.7,0.437,7.1,27,1,51.5
2014,169.0,15.19,0,93.0,6.55,93.0,0.1,16554.97139,2.7,0.841,16.5,82,0,73.4
2011,79.0,10.47,0,91.0,1.87,91.0,0.1,61753.667,0.9,0.91,16.9,39,0,79.7
2007,151.0,0.01,201,96.0,2.8,94.0,0.1,541.651484,2.1,0.513,8.6,11,1,68.6
2006,123.0,0.97,10,83.0,3.78,8.0,0.1,1762.24617,6.3,0.636,11.4,136,1,73.7
2001,75.0,9.53,2,91.0,8.18,92.0,0.1,19517.84168,0.7,0.899,20.5,7,0,79.9
2008,153.0,1.18,0,66.0,3.66,67.0,0.1,2697.961375,1.5,0.582,10.7,151,1,75.0
2001,11.0,2.19,1,8.0,1.9,8.0,0.1,5253.122599,4.7,0.0,15.0,78,1,73.0
2001,72.0,8.03,5,81.0,7.75,95.0,0.1,33846.46564,1.4,0.856,14.6,71,0,81.5
2009,62.0,7.3,0,98.0,9.94,98.0,0.1,4627.592,1.3,0.898,15.8,134,0,81.4
2007,295.0,0.71,14,72.0,4.4,71.0,1.4,956.668952,1.3,0.461,8.6,109,1,61.1
2010,88.0,12.25,0,97.0,1.44,98.0,0.1,22538.6548,0.5,0.812,16.0,114,0,79.6
2011,92.0,4.64,0,89.0,9.71,88.0,0.1,55.156834,2.5,0.711,13.4,18,1,76.9
2005,29.0,0.18,37,69.0,4.13,65.0,0.1,1849.63911,5.2,0.628,10.1,66,1,66.8
2013,148.0,5.03,3,8.0,1.49,86.0,0.2,4479.95858,1.9,0.679,12.3,110,1,73.8
2002,437.0,1.66,118,83.0,4.54,84.0,15.7,395.8493511,8.9,0.451,8.5,74,1,52.1
2006,126.0,6.18,1,89.0,8.39,88.0,0.1,1872.68416,2.9,0.714,12.6,52,1,73.9
2001,185.0,1.53,34,99.0,5.28,99.0,0.2,456.734892,3.3,0.594,10.7,150,1,67.4
2001,189.0,0.01,483,68.0,2.61,65.0,0.1,51.6568157,22.4,0.45,5.4,107,1,63.0
2005,189.0,6.12,0,95.0,5.31,95.0,0.5,12323.1275,6.7,0.745,12.3,142,1,69.5
2013,64.0,0.01,0,99.0,11.16,99.0,0.1,7112.33575,13.8,0.683,12.4,87,1,77.9
2009,36.0,7.99,4,83.0,8.5,83.0,8.7,4153.497885,1.9,0.598,11.4,98,1,62.4
2011,441.0,1.23,50,97.0,11.67,97.0,11.2,512.125451,6.6,0.444,10.6,85,1,54.1
2012,7.0,9.2,0,93.0,11.53,93.0,0.1,3997.25624,0.3,0.904,19.5,101,0,81.1
2004,483.0,4.8,4,81.0,6.47,81.0,24.0,3288.257373,13.7,0.559,11.7,98,1,54.7
2006,299.0,0.64,14,67.0,5.92,72.0,1.5,854.346921,1.4,0.454,8.2,109,1,68.0
2003,85.0,2.16,0,97.0,3.74,97.0,0.1,14221.99259,5.9,0.798,13.7,10,1,75.0
2005,192.0,1.78,28,99.0,5.11,99.0,0.3,546.776852,3.2,0.62,11.7,150,1,67.3
2009,368.0,2.3,47,93.0,4.73,94.0,9.1,1139.11233,6.6,0.518,11.6,152,1,57.4
2007,32.0,2.98,7,76.0,6.1,74.0,5.7,481.694976,8.6,0.394,8.8,59,1,55.0
2013,142.0,2.56,3,99.0,3.68,99.0,0.1,361.289374,15.1,0.757,13.8,131,1,74.6
2013,125.0,5.38,11,71.0,5.23,88.0,0.1,6583.116248,1.1,0.731,13.4,111,1,75.3
2006,328.0,6.88,34,99.0,1.2,99.0,6.2,342.3656294,6.8,0.404,9.3,118,1,57.6
2012,184.0,0.01,0,99.0,5.48,99.0,0.1,1858.689868,1.2,0.505,9.4,128,1,68.7
2012,154.0,0.01,0,98.0,4.76,98.0,0.1,9291.227619,7.0,0.756,14.3,91,1,73.9
2010,33.0,4.16,34,94.0,8.82,96.0,1.9,231.1943256,7.7,0.361,9.3,24,1,56.8
2001,188.0,6.13,9,71.0,5.59,72.0,2.5,2862.154836,3.6,0.656,12.3,41,1,71.2
2014,11.0,0.4,1,99.0,3.55,99.0,0.1,2458.45226,6.9,0.796,13.7,106,1,76.4
2011,188.0,6.64,0,95.0,5.61,95.0,0.5,4516.24675,3.4,0.7,12.4,15,1,69.4
2005,128.0,4.7,1,82.0,8.6,82.0,0.1,153.57521,2.9,0.703,12.2,52,1,73.9
2001,16.0,6.1,3,96.0,6.51,97.0,0.1,4595.666327,1.0,0.761,13.7,31,1,77.3
2002,174.0,3.3,0,85.0,5.1,86.0,0.1,1631.41727,0.2,0.653,12.1,119,1,76.0
2004,148.0,4.26,19,89.0,5.37,89.0,0.1,274.249442,2.2,0.658,11.3,33,1,72.8
2010,362.0,10.03,119,79.0,11.2,8.0,8.0,594.9972557,6.0,0.473,10.9,146,1,58.4
2007,1.0,0.85,0,95.0,2.32,99.0,0.1,32672.36717,5.7,0.84,14.3,21,1,76.0
2007,395.0,5.44,89,81.0,4.76,82.0,7.0,111.71186,6.6,0.456,8.0,27,1,53.6
2010,6.0,6.95,2,96.0,9.42,96.0,0.1,35849.37364,0.5,0.869,16.4,69,0,81.8
2012,165.0,0.04,456,72.0,2.76,72.0,0.1,1261.28967,2.2,0.529,7.6,107,1,65.7
2008,322.0,0.49,9,94.0,3.69,94.0,1.1,326.825642,9.1,0.406,5.2,45,1,67.0
2004,652.0,4.9,4,96.0,5.56,96.0,28.4,4896.583835,1.4,0.58,11.8,19,1,48.1
2014,56.0,1.83,0,96.0,4.92,96.0,0.1,56336.7234,2.2,0.922,15.4,126,0,82.9
2002,199.0,4.99,0,93.0,4.38,89.0,0.1,3556.561825,3.6,0.678,11.9,15,1,68.5
2007,132.0,3.99,1,9.0,4.31,88.0,0.1,3138.8873,2.1,0.707,11.7,6,1,73.5
2006,125.0,5.11,47,98.0,5.83,98.0,0.1,8767.92258,1.7,0.723,12.2,92,1,75.8
2005,12.0,4.56,0,95.0,8.5,93.0,0.1,2968.41186,2.9,0.0,12.5,18,1,75.0
2007,293.0,4.58,83,93.0,6.63,89.0,1.7,475.11122,9.3,0.334,4.9,23,1,55.3
2001,83.0,8.75,0,82.0,7.58,9.0,0.1,13882.85683,0.3,0.868,17.4,101,0,78.5
2006,68.0,7.49,4,95.0,8.19,98.0,0.1,35433.98896,1.5,0.873,14.9,71,0,82.4
2010,298.0,0.61,9,9.0,3.24,9.0,0.9,482.14994,8.8,0.404,5.1,45,1,62.1
2004,99.0,13.45,1,95.0,9.84,95.0,0.1,1845.5881,0.6,0.792,15.9,114,0,78.0
2001,75.0,9.69,3,96.0,8.11,93.0,0.1,24.819,0.5,0.828,14.9,69,0,79.8
2006,75.0,8.2,2,95.0,9.75,95.0,0.1,4386.69948,0.4,0.891,15.8,28,1,85.0
2013,518.0,0.01,6,9.0,11.7,93.0,9.6,1196.1335,5.9,0.484,11.1,79,1,52.1
2012,7.0,12.26,0,92.0,11.17,92.0,0.1,48333.57273,2.0,0.884,15.7,8,0,88.0
2006,199.0,4.52,0,84.0,6.22,84.0,0.6,527.92,3.4,0.678,11.5,132,1,69.3
2011,14.0,8.51,0,91.0,6.67,91.0,0.1,15534.1574,3.8,0.78,15.5,12,1,74.9
2008,178.0,0.32,12,87.0,5.58,86.0,0.3,76.914128,3.8,0.592,10.8,137,1,66.4
2014,278.0,0.01,13,64.0,4.26,73.0,0.7,2182.716565,1.3,0.511,10.0,109,1,62.7
2007,425.0,1.03,108,75.0,5.25,75.0,14.1,422.1461573,3.7,0.36,8.2,96,1,52.1
2001,11.0,2.84,558,86.0,4.56,86.0,0.1,153.1824,5.0,0.592,9.6,32,1,72.2
2006,564.0,5.53,4,88.0,6.81,87.0,43.7,2937.36723,7.1,0.502,9.9,133,1,47.8
2011,136.0,7.84,0,99.0,5.65,99.0,0.1,11929.34991,3.3,0.782,14.1,4,1,75.7
2010,218.0,4.85,74,78.0,4.37,79.0,0.1,2129.499242,9.7,0.662,11.4,112,1,67.9
2008,288.0,4.5,80,92.0,6.77,93.0,1.5,569.7612784,9.1,0.345,5.4,23,1,56.1
2012,14.0,11.49,0,96.0,7.8,96.0,0.1,13235.97757,1.5,0.815,14.6,36,0,77.1
2001,239.0,0.38,98,77.0,1.8,73.0,0.4,138.9249275,13.7,0.427,7.6,97,1,62.5
2010,116.0,1.49,25,97.0,5.61,97.0,0.1,1672.5693,4.7,0.715,13.0,144,1,74.2
2011,198.0,5.69,0,96.0,5.44,96.0,0.5,134.326189,5.9,0.546,10.6,120,1,66.6
2013,22.0,0.01,0,91.0,1.15,95.0,0.1,1724.361737,0.1,0.589,11.9,75,1,65.8
2012,358.0,8.24,110,75.0,3.3,75.0,2.6,4598.249988,8.6,0.508,10.3,3,1,56.0
2010,131.0,0.49,4,96.0,3.99,96.0,0.1,971.356987,8.0,0.764,12.8,86,1,74.1
2007,388.0,9.55,863,54.0,4.47,42.0,5.2,1136.829645,12.3,0.477,9.1,104,1,55.0
2013,47.0,0.01,33,92.0,11.59,92.0,0.8,71.8186998,7.6,0.413,9.3,125,1,54.0
2007,63.0,6.9,0,98.0,8.92,98.0,0.1,53324.37937,1.3,0.895,15.8,134,0,89.0
2007,86.0,10.25,1,99.0,9.25,98.0,0.1,4443.83131,0.8,0.871,15.8,14,0,79.5
2000,94.0,14.07,0,86.0,6.3,86.0,0.1,26241.91883,0.3,0.848,16.2,67,0,76.4
2006,15.0,3.63,1,99.0,4.22,95.0,1.5,4313.1682,1.7,0.709,12.5,70,1,74.0
2007,344.0,1.37,22,72.0,5.55,82.0,5.1,42.764743,7.8,0.443,10.6,140,1,55.9
2008,1.0,5.61,1,99.0,5.87,99.0,0.1,437.539647,1.6,0.713,12.0,1,1,75.3
2002,81.0,8.09,1,92.0,8.72,92.0,0.1,1411.31339,0.8,0.811,14.6,55,1,79.0
2014,76.0,12.6,1,99.0,1.59,99.0,0.1,47439.39684,1.0,0.89,16.3,14,0,89.0
2011,271.0,0.61,90,72.0,6.59,66.0,1.5,835.88998,8.3,0.404,7.5,88,1,56.8
2009,215.0,0.01,12,63.0,3.79,64.0,1.2,146.83851,8.7,0.476,7.1,90,1,61.7
2011,155.0,6.07,11,99.0,4.12,99.0,0.2,5491.159981,8.2,0.72,13.3,138,1,74.1
2011,193.0,2.16,14,88.0,6.28,88.0,0.4,3187.845296,1.2,0.609,10.5,57,1,71.1
2006,337.0,7.28,4,52.0,2.13,4.0,5.3,12732.2759,9.6,0.569,9.0,44,1,54.8
2009,231.0,8.71,6,74.0,7.8,71.0,0.3,2545.48341,2.6,0.734,14.9,147,1,69.2
2012,99.0,0.55,22,99.0,6.15,99.0,0.1,294.746728,6.2,0.623,11.6,95,1,73.6
2006,153.0,3.52,0,37.0,4.68,39.0,0.1,287.963899,0.2,0.677,12.7,119,1,72.0
2002,622.0,2.95,7,84.0,6.91,84.0,32.5,47.89395,1.6,0.446,10.4,79,1,46.4
2010,66.0,6.59,0,93.0,9.26,93.0,0.1,87646.75346,0.7,0.936,17.4,105,0,81.0
2009,336.0,1.24,22,78.0,6.64,78.0,4.3,499.6468713,7.4,0.442,10.6,140,1,56.7
2006,121.0,0.59,4,98.0,8.8,98.0,0.1,2537.349,3.8,0.733,13.7,72,1,72.8
2010,163.0,2.95,0,99.0,5.29,99.0,0.2,8.376432,7.2,0.74,14.0,91,1,73.3
2001,344.0,4.56,93,62.0,4.85,62.0,3.6,235.4912324,1.8,0.0,3.5,23,1,56.0
2006,161.0,3.23,6,94.0,7.63,95.0,0.8,1437.628785,2.4,0.583,10.8,62,1,72.8
2010,279.0,4.55,74,9.0,7.17,91.0,1.0,575.4464527,8.6,0.365,6.3,23,1,57.5
2008,278.0,0.57,94,74.0,6.74,74.0,1.6,689.6784228,9.0,0.36,5.8,88,1,55.5
2001,429.0,7.38,76,71.0,8.31,71.0,24.0,2681.781,18.1,0.629,13.0,129,1,56.0
2001,254.0,10.74,1,99.0,6.62,99.0,0.1,1244.373185,2.7,0.681,13.3,13,1,67.7
2010,273.0,0.6,91,77.0,6.35,73.0,1.5,78.377632,8.5,0.396,7.3,88,1,56.5
2011,197.0,2.37,2,9.0,6.81,89.0,0.3,3736.58713,1.6,0.666,13.0,43,1,72.0
2002,699.0,6.41,4,97.0,6.47,97.0,34.6,355.618382,11.3,0.558,11.9,19,1,46.0
2010,154.0,7.52,61,99.0,8.27,99.0,0.1,11224.1548,2.9,0.716,13.8,20,1,73.8
2007,128.0,0.56,25,95.0,5.48,95.0,0.1,2494.353552,6.3,0.581,10.0,95,1,71.4
2000,138.0,0.38,1,99.0,3.7,99.0,0.1,861.18596,6.9,0.0,10.4,106,1,72.6
2014,255.0,0.01,79,93.0,5.72,92.0,2.9,1335.6458,7.7,0.546,11.1,74,1,62.9
2003,71.0,9.97,1,92.0,8.32,93.0,0.1,23465.38559,0.7,0.905,20.6,7,0,83.0
2006,85.0,10.98,1,99.0,9.17,98.0,0.1,38852.3613,0.8,0.865,15.7,14,0,79.4
2013,96.0,3.42,1,95.0,9.47,95.0,0.1,1569.66631,1.7,0.762,13.7,35,1,79.4
2007,133.0,0.43,4,97.0,3.61,97.0,0.1,7269.17114,8.5,0.736,12.3,86,1,73.7
2012,181.0,2.48,2,93.0,6.7,92.0,0.3,3827.786267,1.6,0.67,13.2,43,1,73.0
2004,197.0,6.2,0,97.0,4.39,97.0,0.8,3831.53819,3.5,0.691,12.5,15,1,68.7
2003,166.0,3.48,1,99.0,4.56,96.0,2.3,3465.221998,1.8,0.694,11.9,70,1,73.1
2002,334.0,6.01,4,44.0,2.5,36.0,2.9,2711.17114,1.3,0.542,8.2,44,1,53.5
2012,157.0,3.63,3,99.0,8.4,98.0,0.1,1792.3845,1.7,0.625,11.5,102,1,73.9
2006,66.0,1.55,0,95.0,3.66,95.0,0.1,33579.85948,2.0,0.839,13.9,126,0,87.0
2013,128.0,0.53,4,97.0,4.2,97.0,0.1,1882.27842,7.6,0.779,12.9,86,1,74.6
2007,45.0,3.86,45,63.0,1.12,64.0,2.2,358.8274716,8.9,0.357,8.2,125,1,45.3
2012,159.0,0.01,2,83.0,1.1,83.0,0.1,1117.77724,11.3,0.618,12.5,139,1,67.4
